tax_order,tax_suborder,tax_greatgroup,tax_subgroup
spodosol,acuod,fragiacuod,fragiacuod haplopl gico
spodosol,acuod,placacuod,placacuod t¡pico
spodosol,acuod,placacuod,placacuod  ndico
spodosol,criod,duricriod,duricriod t¡pico
spodosol,criod,duricriod,duricriod oxi cuico
spodosol,criod,duricriod,duricriod h£mico
spodosol,criod,duricriod,duricriod  ndico
spodosol,criod,duricriod,duricriod acu ndico
spodosol,criod,duricriod,duricriod  cuico
spodosol,criod,haplocriod,haplocriod t¡pico
spodosol,criod,haplocriod,haplocriod l¡tico
spodosol,criod,haplocriod,haplocriod oxi cuico
spodosol,criod,haplocriod,haplocriod  cuico
spodosol,criod,haplocriod,haplocriod ‚ntico
spodosol,criod,haplocriod,haplocriod fol¡stico
spodosol,criod,haplocriod,haplocriod  ndico
spodosol,criod,haplocriod,haplocriod acu ndico
spodosol,criod,h£micoriod,h£micoriod t¡pico
spodosol,criod,h£micoriod,h£micoriod l¡tico
spodosol,criod,h£micoriod,h£micoriod oxi cuico
spodosol,criod,h£micoriod,h£micoriod  cuico
spodosol,criod,h£micoriod,h£micoriod fol¡stico
spodosol,criod,h£micoriod,h£micoriod  ndico
spodosol,criod,h£micoriod,h£micoriod acu ndico
spodosol,criod,placocriod,placocriod t¡pico
spodosol,criod,placocriod,placocriod h£mico
spodosol,criod,placocriod,placocriod  ndico
spodosol,gelod,haplogelod,haplogelod t£rbico
spodosol,gelod,haplogelod,haplogelod t¡pico
spodosol,gelod,haplogelod,haplogelod l¡tico
spodosol,gelod,haplogelod,haplogelod  cuico
spodosol,gelod,haplogelod,haplogelod  ndico
spodosol,gelod,humigelod,humigelod t£rbico
spodosol,gelod,humigelod,humigelod t¡pico
spodosol,gelod,humigelod,humigelod l¡tico
spodosol,gelod,humigelod,humigelod  cuico
spodosol,gelod,humigelod,humigelod  ndico
spodosol,humod,durihumod,durihumod t¡pico
spodosol,humod,durihumod,durihumod  ndico
spodosol,humod,fragihumod,fragihumod t¡pico
spodosol,humod,haplohumod,haplohumod t¡pico
spodosol,humod,haplohumod,haplohumod l¡tico
spodosol,humod,haplohumod,haplohumod  ndico
spodosol,humod,haplohumod,haplohumod haplopl gico
spodosol,humod,placohumod,placohumod t¡pico
spodosol,humod,placohumod,placohumod  ndico
spodosol,orthod,alorthod,alorthod t¡pico
spodosol,orthod,alorthod,alorthod £ltico
spodosol,orthod,alorthod,alorthod grossar‚nico
spodosol,orthod,alorthod,alorthod oxi cuico
spodosol,orthod,alorthod,alorthod ar‚nico
spodosol,orthod,alorthod,alorthod £ltico ar‚nico
spodosol,orthod,alorthod,alorthod ‚ntico
spodosol,orthod,alorthod,alorthod grossar‚nico ‚ntico
spodosol,orthod,alorthod,alorthod  lfico
spodosol,orthod,alorthod,alorthod haplopl gico
spodosol,orthod,durorthod,durorthod t¡pico
spodosol,orthod,durorthod,durorthod  ndico
spodosol,orthod,fragiorthod,fragiorthod t¡pico
spodosol,orthod,fragiorthod,fragiorthod £ltico
spodosol,orthod,fragiorthod,fragiorthod oxi cuico
spodosol,orthod,fragiorthod,fragiorthod  cuico
spodosol,orthod,fragiorthod,fragiorthod ‚ntico
spodosol,orthod,fragiorthod,fragiorthod  lfico
spodosol,orthod,fragiorthod,fragiorthod oxi cuico  lfico
spodosol,orthod,fragiorthod,fragiorthod haplopl gico
spodosol,orthod,haplorthod,haplorthod t¡pico
spodosol,orthod,haplorthod,haplorthod £ltico
spodosol,orthod,haplorthod,haplorthod l¡tico
spodosol,orthod,haplorthod,haplorthod oxi cuico
spodosol,orthod,haplorthod,haplorthod £ltico oxi cuico
spodosol,orthod,haplorthod,haplorthod  cuico
spodosol,orthod,haplorthod,haplorthod ‚ntico
spodosol,orthod,haplorthod,haplorthod l¡tico ‚ntico
spodosol,orthod,haplorthod,haplorthod fragi cuico
spodosol,orthod,haplorthod,haplorthod fr gico
spodosol,orthod,haplorthod,haplorthod lam‚lico
spodosol,orthod,haplorthod,haplorthod oxi cuico lam‚lico
spodosol,orthod,haplorthod,haplorthod  lfico
spodosol,orthod,haplorthod,haplorthod oxi cuico  lfico
spodosol,orthod,haplorthod,haplorthod  ndico
spodosol,orthod,haplorthod,haplorthod acu lfico
spodosol,orthod,haplorthod,haplorthod acu‚ntico
spodosol,orthod,placorthod,placorthod t¡pico
ultisol,acult,albacult,albacult t¡pico
ultisol,acult,albacult,albacult v‚rtico
ultisol,acult,albacult,albacult k ndico
ultisol,acult,albacult,albacult a‚rico
ultisol,acult,endoacult,endoacult t¡pico
ultisol,acult,endoacult,endoacult grossar‚nico
ultisol,acult,endoacult,endoacult ar‚nico
ultisol,acult,endoacult,endoacult a‚rico
ultisol,acult,epiacult,epiacult t¡pico
ultisol,acult,epiacult,epiacult v‚rtico
ultisol,acult,epiacult,epiacult grossar‚nico
ultisol,acult,epiacult,epiacult ar‚nico
ultisol,acult,epiacult,epiacult fr gico
ultisol,acult,epiacult,epiacult a‚rico
ultisol,acult,epiacult,epiacult fr gico a‚rico
ultisol,acult,fragiacult,fragiacult t¡pico
ultisol,acult,fragiacult,fragiacult £mbrico
ultisol,acult,fragiacult,fragiacult pl¡ntico
ultisol,acult,fragiacult,fragiacult a‚rico
ultisol,acult,kandiacult,kandiacult t¡pico
ultisol,acult,kandiacult,kandiacult £mbrico
ultisol,acult,kandiacult,kandiacult grossar‚nico
ultisol,acult,kandiacult,kandiacult pl¡ntico
ultisol,acult,kandiacult,kandiacult ar‚nico
ultisol,acult,kandiacult,kandiacult pl¡ntico ar‚nico
ultisol,acult,kandiacult,kandiacult £mbrico ar‚nico
ultisol,acult,kandiacult,kandiacult acracu¢xico
ultisol,acult,kandiacult,kandiacult a‚rico
ultisol,acult,kanhaplacult,kanhaplacult t¡pico
ultisol,acult,kanhaplacult,kanhaplacult £mbrico
ultisol,acult,kanhaplacult,kanhaplacult pl¡ntico
ultisol,acult,kanhaplacult,kanhaplacult a‚rico
ultisol,acult,kanhaplacult,kanhaplacult £mbrico a‚rico
ultisol,acult,kanhaplacult,kanhaplacult acu ndico
ultisol,acult,paleacult,paleacult t¡pico
ultisol,acult,paleacult,paleacult £mbrico
ultisol,acult,paleacult,paleacult v‚rtico
ultisol,acult,paleacult,paleacult grossar‚nico
ultisol,acult,paleacult,paleacult pl¡ntico
ultisol,acult,paleacult,paleacult ar‚nico
ultisol,acult,paleacult,paleacult pl¡ntico ar‚nico
ultisol,acult,paleacult,paleacult £mbrico ar‚nico
ultisol,acult,paleacult,paleacult a‚rico
ultisol,acult,plintacult,plintacult t¡pico
ultisol,acult,plintacult,plintacult k ndico
ultisol,acult,umbracult,umbracult t¡pico
ultisol,acult,umbracult,umbracult pl¡ntico
ultisol,humult,haplohumult,haplohumult t¡pico
ultisol,humult,haplohumult,haplohumult £stico
ultisol,humult,haplohumult,haplohumult l¡tico
ultisol,humult,haplohumult,haplohumult oxi cuico
ultisol,humult,haplohumult,haplohumult pl¡ntico
ultisol,humult,haplohumult,haplohumult  cuico
ultisol,humult,haplohumult,haplohumult x‚rico
ultisol,humult,haplohumult,haplohumult  ndico
ultisol,humult,haplohumult,haplohumult acu ndico
ultisol,humult,kandihumult,kandihumult t¡pico
ultisol,humult,kandihumult,kandihumult ust ndico
ultisol,humult,kandihumult,kandihumult £stico
ultisol,humult,kandihumult,kandihumult ombro cuico
ultisol,humult,kandihumult,kandihumult pl¡ntico
ultisol,humult,kandihumult,kandihumult  cuico
ultisol,humult,kandihumult,kandihumult x‚rico
ultisol,humult,kandihumult,kandihumult  ndico
ultisol,humult,kandihumult,kandihumult ombro cuico  ndico
ultisol,humult,kandihumult,kandihumult antr¢pico
ultisol,humult,kanhaplohumult,kanhaplohumult t¡pico
ultisol,humult,kanhaplohumult,kanhaplohumult ust ndico
ultisol,humult,kanhaplohumult,kanhaplohumult £stico
ultisol,humult,kanhaplohumult,kanhaplohumult l¡tico
ultisol,humult,kanhaplohumult,kanhaplohumult ombro cuico
ultisol,humult,kanhaplohumult,kanhaplohumult  cuico
ultisol,humult,kanhaplohumult,kanhaplohumult x‚rico
ultisol,humult,kanhaplohumult,kanhaplohumult  ndico
ultisol,humult,kanhaplohumult,kanhaplohumult antr¢pico
ultisol,humult,palehumult,palehumult t¡pico
ultisol,humult,palehumult,palehumult £stico
ultisol,humult,palehumult,palehumult oxi cuico
ultisol,humult,palehumult,palehumult pl¡ntico
ultisol,humult,palehumult,palehumult  cuico
ultisol,humult,palehumult,palehumult x‚rico
ultisol,humult,palehumult,palehumult  ndico
ultisol,humult,palehumult,palehumult acu ndico
ultisol,humult,plintohumult,plintohumult t¡pico
ultisol,humult,sombrihumult,sombrihumult t¡pico
ultisol,udult,fragiudult,fragiudult t¡pico
ultisol,udult,fragiudult,fragiudult gl¢ssico
ultisol,udult,fragiudult,fragiudult plint cuico
ultisol,udult,fragiudult,fragiudult pl¡ntico
ultisol,udult,fragiudult,fragiudult  cuico
ultisol,udult,fragiudult,fragiudult ar‚nico
ultisol,udult,fragiudult,fragiudult gloss cuico
ultisol,udult,fragiudult,fragiudult h£mico
ultisol,udult,hapludult,hapludult t¡pico
ultisol,udult,hapludult,hapludult v‚rtico
ultisol,udult,hapludult,hapludult grossar‚nico
ultisol,udult,hapludult,hapludult l¡tico
ultisol,udult,hapludult,hapludult l¡tico-‚ntico-r£ptico
ultisol,udult,hapludult,hapludult oxi cuico
ultisol,udult,hapludult,hapludult psamm‚ntico
ultisol,udult,hapludult,hapludult  cuico
ultisol,udult,hapludult,hapludult ar‚nico
ultisol,udult,hapludult,hapludult fragi cuico
ultisol,udult,hapludult,hapludult fr gico
ultisol,udult,hapludult,hapludult h£mico
ultisol,udult,hapludult,hapludult inc‚ptico
ultisol,udult,hapludult,hapludult lam‚lico
ultisol,udult,hapludult,hapludult ar‚nico  cuico
ultisol,udult,kandiudult,kandiudult t¡pico
ultisol,udult,kandiudult,kandiudult grossar‚nico
ultisol,udult,kandiudult,kandiudult pl¡ntico grossar‚nico
ultisol,udult,kandiudult,kandiudult ombro cuico
ultisol,udult,kandiudult,kandiudult oxi cuico
ultisol,udult,kandiudult,kandiudult plint cuico
ultisol,udult,kandiudult,kandiudult pl¡ntico
ultisol,udult,kandiudult,kandiudult r¢dico
ultisol,udult,kandiudult,kandiudult s¢mbrico
ultisol,udult,kandiudult,kandiudult  cuico
ultisol,udult,kandiudult,kandiudult ar‚nico
ultisol,udult,kandiudult,kandiudult plint cuico ar‚nico
ultisol,udult,kandiudult,kandiudult pl¡ntico ar‚nico
ultisol,udult,kandiudult,kandiudult r¢dico ar‚nico
ultisol,udult,kandiudult,kandiudult acrud¢xico
ultisol,udult,kandiudult,kandiudult pl¡ntico acrud¢xico
ultisol,udult,kandiudult,kandiudult  ndico
ultisol,udult,kandiudult,kandiudult acu ndico
ultisol,udult,kandiudult,kandiudult ar‚nico  cuico
ultisol,udult,kanhapludult,kanhapludult t¡pico
ultisol,udult,kanhapludult,kanhapludult l¡tico
ultisol,udult,kanhapludult,kanhapludult ombro cuico
ultisol,udult,kanhapludult,kanhapludult oxi cuico
ultisol,udult,kanhapludult,kanhapludult plint cuico
ultisol,udult,kanhapludult,kanhapludult pl¡ntico
ultisol,udult,kanhapludult,kanhapludult r¢dico
ultisol,udult,kanhapludult,kanhapludult  cuico
ultisol,udult,kanhapludult,kanhapludult ar‚nico
ultisol,udult,kanhapludult,kanhapludult pl¡ntico ar‚nico
ultisol,udult,kanhapludult,kanhapludult fragi cuico
ultisol,udult,kanhapludult,kanhapludult fr gico
ultisol,udult,kanhapludult,kanhapludult acrud¢xico
ultisol,udult,kanhapludult,kanhapludult  ndico
ultisol,udult,paleudult,paleudult t¡pico
ultisol,udult,paleudult,paleudult v‚rtico
ultisol,udult,paleudult,paleudult grossar‚nico
ultisol,udult,paleudult,paleudult pl¡ntico grossar‚nico
ultisol,udult,paleudult,paleudult oxi cuico
ultisol,udult,paleudult,paleudult plint cuico
ultisol,udult,paleudult,paleudult pl¡ntico
ultisol,udult,paleudult,paleudult psamm‚ntico
ultisol,udult,paleudult,paleudult r¢dico
ultisol,udult,paleudult,paleudult  cuico
ultisol,udult,paleudult,paleudult ar‚nico
ultisol,udult,paleudult,paleudult plint cuico ar‚nico
ultisol,udult,paleudult,paleudult pl¡ntico ar‚nico
ultisol,udult,paleudult,paleudult r¢dico ar‚nico
ultisol,udult,paleudult,paleudult fragi cuico
ultisol,udult,paleudult,paleudult fr gico
ultisol,udult,paleudult,paleudult lam‚lico
ultisol,udult,paleudult,paleudult antr cuico
ultisol,udult,paleudult,paleudult ar‚nico  cuico
ultisol,udult,paleudult,paleudult sp¢dico
ultisol,udult,plintudult,plintudult t¡pico
ultisol,udult,rodudult,rodudult t¡pico
ultisol,udult,rodudult,rodudult l¡tico
ultisol,udult,rodudult,rodudult psamm‚ntico
ultisol,ustult,haplustult,haplustult t¡pico
ultisol,ustult,haplustult,haplustult l¡tico
ultisol,ustult,haplustult,haplustult ombro cuico
ultisol,ustult,haplustult,haplustult petrof‚rrico
ultisol,ustult,haplustult,haplustult pl¡ntico
ultisol,ustult,haplustult,haplustult  cuico
ultisol,ustult,haplustult,haplustult ar‚nico
ultisol,ustult,haplustult,haplustult kanh plico
ultisol,ustult,kandiustult,kandiustult t¡pico
ultisol,ustult,kandiustult,kandiustult ud ndico
ultisol,ustult,kandiustult,kandiustult £dico
ultisol,ustult,kandiustult,kandiustult pl¡ntico
ultisol,ustult,kandiustult,kandiustult r¢dico
ultisol,ustult,kandiustult,kandiustult  cuico
ultisol,ustult,kandiustult,kandiustult ar‚nico
ultisol,ustult,kandiustult,kandiustult pl¡ntico ar‚nico
ultisol,ustult,kandiustult,kandiustult ar¡dico
ultisol,ustult,kandiustult,kandiustult acrust¢xico
ultisol,ustult,kandiustult,kandiustult  ndico
ultisol,ustult,kanhaplustult,kanhaplustult t¡pico
ultisol,ustult,kanhaplustult,kanhaplustult ud ndico
ultisol,ustult,kanhaplustult,kanhaplustult £dico
ultisol,ustult,kanhaplustult,kanhaplustult l¡tico
ultisol,ustult,kanhaplustult,kanhaplustult ombro cuico
ultisol,ustult,kanhaplustult,kanhaplustult pl¡ntico
ultisol,ustult,kanhaplustult,kanhaplustult r¢dico
ultisol,ustult,kanhaplustult,kanhaplustult  cuico
ultisol,ustult,kanhaplustult,kanhaplustult ar‚nico
ultisol,ustult,kanhaplustult,kanhaplustult ar¡dico
ultisol,ustult,kanhaplustult,kanhaplustult acrust¢xico
ultisol,ustult,kanhaplustult,kanhaplustult  ndico
ultisol,ustult,paleustult,paleustult t¡pico
ultisol,ustult,plintustult,plintustult t¡pico
ultisol,ustult,plintustult,plintustult h plico
ultisol,ustult,rodustult,rodustult t¡pico
ultisol,ustult,rodustult,rodustult l¡tico
ultisol,ustult,rodustult,rodustult psamm‚ntico
ultisol,xerult,haploxerult,haploxerult t¡pico
ultisol,xerult,haploxerult,haploxerult grossar‚nico
ultisol,xerult,haploxerult,haploxerult l¡tico
ultisol,xerult,haploxerult,haploxerult inc‚ptico-r£ptico l¡tico
ultisol,xerult,haploxerult,haploxerult psamm‚ntico
ultisol,xerult,haploxerult,haploxerult  cuico
ultisol,xerult,haploxerult,haploxerult ar‚nico
ultisol,xerult,haploxerult,haploxerult lam‚lico
ultisol,xerult,haploxerult,haploxerult  ndico
ultisol,xerult,palexerult,palexerult t¡pico
ultisol,xerult,palexerult,palexerult  cuico
ultisol,xerult,palexerult,palexerult  ndico
ultisol,xerult,palexerult,palexerult acu ndico
vertisol,acuert,calciacuert,calciacuert t¡pico
vertisol,acuert,calciacuert,calciacuert a‚rico
vertisol,acuert,duracuert,duracuert t¡pico
vertisol,acuert,duracuert,duracuert £stico
vertisol,acuert,duracuert,duracuert ar¡dico
vertisol,acuert,duracuert,duracuert cr¢mico
vertisol,acuert,duracuert,duracuert x‚rico
vertisol,acuert,duracuert,duracuert a‚rico
vertisol,acuert,distracuert,distracuert t¡pico
vertisol,acuert,distracuert,distracuert £stico
vertisol,acuert,distracuert,distracuert ar¡dico
vertisol,acuert,distracuert,distracuert cr¢mico
vertisol,acuert,distracuert,distracuert ‚ntico
vertisol,acuert,distracuert,distracuert l‚ptico
vertisol,acuert,distracuert,distracuert a‚rico
vertisol,acuert,distracuert,distracuert sulfacu‚ptico
vertisol,acuert,endoacuert,endoacuert t¡pico
vertisol,acuert,endoacuert,endoacuert £stico
vertisol,acuert,endoacuert,endoacuert h lico
vertisol,acuert,endoacuert,endoacuert s¢dico
vertisol,acuert,endoacuert,endoacuert ar¡dico
vertisol,acuert,endoacuert,endoacuert cr¢mico
vertisol,acuert,endoacuert,endoacuert ‚ntico
vertisol,acuert,endoacuert,endoacuert x‚rico
vertisol,acuert,endoacuert,endoacuert l‚ptico
vertisol,acuert,endoacuert,endoacuert a‚rico
vertisol,acuert,epiacuert,epiacuert t¡pico
vertisol,acuert,epiacuert,epiacuert £stico
vertisol,acuert,epiacuert,epiacuert h lico
vertisol,acuert,epiacuert,epiacuert s¢dico
vertisol,acuert,epiacuert,epiacuert ar¡dico
vertisol,acuert,epiacuert,epiacuert cr¢mico
vertisol,acuert,epiacuert,epiacuert ‚ntico
vertisol,acuert,epiacuert,epiacuert x‚rico
vertisol,acuert,epiacuert,epiacuert l‚ptico
vertisol,acuert,epiacuert,epiacuert a‚rico
vertisol,acuert,natracuert,natracuert t¡pico
vertisol,acuert,salacuert,salacuert t¡pico
vertisol,acuert,salacuert,salacuert £stico
vertisol,acuert,salacuert,salacuert ar¡dico
vertisol,acuert,salacuert,salacuert cr¢mico
vertisol,acuert,salacuert,salacuert ‚ntico
vertisol,acuert,salacuert,salacuert l‚ptico
vertisol,acuert,sulfacuert,sulfacuert t¡pico
vertisol,acuert,sulfacuert,sulfacuert s lico
vertisol,acuert,sulfacuert,sulfacuert s£lfico
vertisol,criert,haplocriert,haplocriert t¡pico
vertisol,criert,haplocriert,haplocriert s¢dico
vertisol,criert,haplocriert,haplocriert cr¢mico
vertisol,criert,h£micoriert,h£micoriert t¡pico
vertisol,criert,h£micoriert,h£micoriert s¢dico
vertisol,torrert,calcitorrert,calcitorrert t¡pico
vertisol,torrert,calcitorrert,calcitorrert petroc lcico
vertisol,torrert,calcitorrert,calcitorrert cr¢mico
vertisol,torrert,calcitorrert,calcitorrert ‚ntico
vertisol,torrert,calcitorrert,calcitorrert l‚ptico
vertisol,torrert,gypsitorrert,gypsitorrert t¡pico
vertisol,torrert,gypsitorrert,gypsitorrert cr¢mico
vertisol,torrert,haplotorrert,haplotorrert t¡pico
vertisol,torrert,haplotorrert,haplotorrert h lico
vertisol,torrert,haplotorrert,haplotorrert s¢dico
vertisol,torrert,haplotorrert,haplotorrert cr¢mico
vertisol,torrert,haplotorrert,haplotorrert ‚ntico
vertisol,torrert,haplotorrert,haplotorrert l‚ptico
vertisol,torrert,salitorrert,salitorrert t¡pico
vertisol,torrert,salitorrert,salitorrert  cuico
vertisol,torrert,salitorrert,salitorrert cr¢mico
vertisol,torrert,salitorrert,salitorrert ‚ntico
vertisol,torrert,salitorrert,salitorrert l‚ptico
vertisol,udert,distrudert,distrudert t¡pico
vertisol,udert,distrudert,distrudert oxi cuico
vertisol,udert,distrudert,distrudert  cuico
vertisol,udert,distrudert,distrudert cr¢mico
vertisol,udert,distrudert,distrudert ‚ntico
vertisol,udert,distrudert,distrudert l‚ptico
vertisol,udert,hapludert,hapludert t¡pico
vertisol,udert,hapludert,hapludert l¡tico
vertisol,udert,hapludert,hapludert oxi cuico
vertisol,udert,hapludert,hapludert  cuico
vertisol,udert,hapludert,hapludert cr¢mico
vertisol,udert,hapludert,hapludert ‚ntico
vertisol,udert,hapludert,hapludert l‚ptico
vertisol,ustert,calciustert,calciustert t¡pico
vertisol,ustert,calciustert,calciustert £dico
vertisol,ustert,calciustert,calciustert h lico
vertisol,ustert,calciustert,calciustert petroc lcico
vertisol,ustert,calciustert,calciustert s¢dico
vertisol,ustert,calciustert,calciustert ar¡dico
vertisol,ustert,calciustert,calciustert cr¢mico
vertisol,ustert,calciustert,calciustert ‚ntico
vertisol,ustert,calciustert,calciustert l‚ptico
vertisol,ustert,calciustert,calciustert l¡tico
vertisol,ustert,distrustert,distrustert t¡pico
vertisol,ustert,distrustert,distrustert £dico
vertisol,ustert,distrustert,distrustert l¡tico
vertisol,ustert,distrustert,distrustert  cuico
vertisol,ustert,distrustert,distrustert ar¡dico
vertisol,ustert,distrustert,distrustert cr¢mico
vertisol,ustert,distrustert,distrustert ‚ntico
vertisol,ustert,distrustert,distrustert l‚ptico
vertisol,ustert,gypsiustert,gypsiustert t¡pico
vertisol,ustert,gypsiustert,gypsiustert £dico
vertisol,ustert,gypsiustert,gypsiustert h lico
vertisol,ustert,gypsiustert,gypsiustert l¡tico
vertisol,ustert,gypsiustert,gypsiustert s¢dico
vertisol,ustert,gypsiustert,gypsiustert ar¡dico
vertisol,ustert,gypsiustert,gypsiustert cr¢mico
vertisol,ustert,gypsiustert,gypsiustert ‚ntico
vertisol,ustert,gypsiustert,gypsiustert l‚ptico
vertisol,ustert,haplustert,haplustert t¡pico
vertisol,ustert,haplustert,haplustert £dico
vertisol,ustert,haplustert,haplustert gypsico
vertisol,ustert,haplustert,haplustert h lico
vertisol,ustert,haplustert,haplustert l¡tico
vertisol,ustert,haplustert,haplustert petroc lcico
vertisol,ustert,haplustert,haplustert s¢dico
vertisol,ustert,haplustert,haplustert ar¡dico
vertisol,ustert,haplustert,haplustert l‚ptico ar¡dico
vertisol,ustert,haplustert,haplustert c lcico
vertisol,ustert,haplustert,haplustert cr¢mico
vertisol,ustert,haplustert,haplustert £dico cr¢mico
vertisol,ustert,haplustert,haplustert ‚ntico
vertisol,ustert,haplustert,haplustert £dico ‚ntico
vertisol,ustert,haplustert,haplustert l‚ptico
vertisol,ustert,haplustert,haplustert £dico l‚ptico
vertisol,ustert,salustert,salustert t¡pico
vertisol,ustert,salustert,salustert l¡tico
vertisol,ustert,salustert,salustert s¢dico
vertisol,ustert,salustert,salustert  cuico
vertisol,ustert,salustert,salustert ar¡dico
vertisol,ustert,salustert,salustert cr¢mico
vertisol,ustert,salustert,salustert ‚ntico
vertisol,ustert,salustert,salustert l‚ptico
vertisol,xerert,calcixerert,calcixerert t¡pico
vertisol,xerert,calcixerert,calcixerert petroc lcico
vertisol,xerert,calcixerert,calcixerert ar¡dico
vertisol,xerert,calcixerert,calcixerert cr¢mico
vertisol,xerert,calcixerert,calcixerert ‚ntico
vertisol,xerert,calcixerert,calcixerert l‚ptico
vertisol,xerert,calcixerert,calcixerert l¡tico
vertisol,xerert,durixerert,durixerert t¡pico
vertisol,xerert,durixerert,durixerert £dico
vertisol,xerert,durixerert,durixerert h lico
vertisol,xerert,durixerert,durixerert h plico
vertisol,xerert,durixerert,durixerert s¢dico
vertisol,xerert,durixerert,durixerert ar¡dico
vertisol,xerert,durixerert,durixerert cr¢mico
vertisol,xerert,durixerert,durixerert  cuico
vertisol,xerert,haploxerert,haploxerert t¡pico
vertisol,xerert,haploxerert,haploxerert £dico
vertisol,xerert,haploxerert,haploxerert h lico
vertisol,xerert,haploxerert,haploxerert l¡tico
vertisol,xerert,haploxerert,haploxerert s¢dico
vertisol,xerert,haploxerert,haploxerert  cuico
vertisol,xerert,haploxerert,haploxerert ar¡dico
vertisol,xerert,haploxerert,haploxerert cr¢mico
vertisol,xerert,haploxerert,haploxerert ‚ntico
vertisol,xerert,haploxerert,haploxerert l‚ptico
